page_num,entry_id,registration_date_and_plan_ref,property_description,date_of_lease_and_term,lessees_title,notes
0,477,22.12.2010 Edged and numbered 5 in blue (part of),Flat 3207 Landmark East Tower (thirty second floor flat),16.11.2010 999 years from 1.1.2009,AGL224294,
0,478,22.12.2010 Edged and numbered 5 in blue (part of),Flat 3807 Landmark East Tower (thirty eighth floor flat),12.11.2010 999 years from 1.1.2009,AGL224343,
0,479,23.12.2010 Edged and numbered 5 in blue (part of),Flat 1211 Landmark East Tower (twelfth floor flat),26.11.2010 999 years from 1.1.2009,AGL224369,
0,480,24.12.2010 Edged and numbered 5 in blue (part of),Flat 711 Landmark East Tower (seventh floor flat),06.12.2010 999 years from 1.1.2009,AGL224564,
0,481,24.12.2010 Edged and numbered 5 in blue (part of),Flat 3301 Landmark East Tower (thirty third floor flat),16.11.2010 999 years from 1.1.2009,AGL224570,
0,482,24.12.2010 86 on the supplementary plan,Parking space 150 (basement level),16.11.2010 999 years from 1.1.2009,AGL224570,
0,483,29.12.2010 Edged and numbered 5 in blue (part of),Flat 1011 Landmark East Tower (tenth floor flat),22.11.2010 999 years from 1.1.2009,AGL224594,
0,484,29.12.2010 Edged and numbered 5 in blue (part of),Flat 2902 Landmark East Tower (twenty ninth floor flat),29.11.2010 999 years from 1.1.2009,AGL224595,
0,485,29.12.2010 Edged and numbered 5 in blue (part of),Flat 3406 Landmark East Tower (thirty fourth floor flat),26.11.2010 999 years from 1.1.2009,AGL224606,
0,486,29.12.2010 87 on the supplementary plan,Parking space 125 (basement level),26.11.2010 999 years from 1.1.2009,AGL224606,
0,487,29.12.2010 Edged and numbered 5 in blue (part of),Flat 3104 Landmark East Tower (thirty first floor flat),29.11.2010 999 years from 1.1.2009,AGL224607,
0,488,29.12.2010 Edged and numbered 5 in blue (part of),Flat 1206 Landmark East Tower (twelfth floor flat),10.12.2010 999 years from 1.1.2009,AGL224613,
0,489,29.12.2010 Edged and numbered 5 in blue (part of),Flat 2502 Landmark East Tower (twenty fifth floor flat),26.11.2010 999 years from 1.1.2009,AGL224625,
0,490,29.12.2010 Edged and numbered 5 in blue (part of),Flat 610 Landmark East Tower (sixth floor flat),26.11.2010 999 years from 1.1.2009,AGL224627,
0,491,29.12.2010 Edged and numbered 5 in blue (part of),Flat 2406 Landmark East Tower (twenty fourth floor flat),09.12.2010 999 years from 1.1.2009,AGL224628,
0,492,30.12.2010 Edged and numbered 5 in blue (part of),Flat 1410 Landmark East Tower (fourteenth floor flat),09.12.2010 999 years from 1.1.2009,AGL224643,
0,493,30.12.2010 88 on the supplementary plan,Parking space 162 (basement level),09.12.2010 999 years from 1.1.2009,AGL224643,
0,494,31.12.2010 Edged and numbered 5 in blue (part of),Flat 3001 Landmark East Tower (thirtieth floor flat),26.11.2010 999 years from 1.1.2009,AGL224675,
0,495,31.12.2010 99 on the supplementary plan,Parking space 151 (basement level),26.11.2010 999 years from 1.1.2009,AGL224675,
0,496,07.01.2011 Edged and numbered 5 in blue(part of),Flat 3605 Landmark East Tower (thirty sixth floor flat),30.11.2010 999 years from 1.1.2009,AGL224912,
0,497,07.01.2011 89 on the supplementary plan,Parking space 30 (basement level),07.12.2010 999 years from 1.1.2009,AGL225029,
0,498,10.01.2011 Edged and numbered 5 in blue (part of),Flat 1307 Landmark East Tower (thirteenth floor flat),18.11.2010 999 years from 1.1.2009,AGL225047,
0,499,10.01.2011 Edged and numbered 5 in blue (part of),Flat 509 Landmark East Tower (fifth floor flat),06.12.2010 999 years from 1.1.2009,AGL225049,
0,500,10.01.2011 Edged and numbered 5 in blue (part of),Flat 3204 Landmark East Tower (thirty second floor flat),07.12.2010 999 years from 1.1.2009,AGL225050,
0,501,10.01.2011 Edged and numbered 5 in blue (part of),Flat 1511 Landmark East Tower (fifteenth floor flat),20.12.2010 999 years from 1.1.2009,AGL225051,
0,502,10.01.2011 Edged and numbered 5 in blue (part of),Flat 1603 Landmark East Tower (sixteenth floor flat),08.12.2010 999 years from 1.1.2009,AGL225052,
0,503,10.01.2011 Edged and numbered 5 in blue (part of),Flat 4101 Landmark East Tower (forty first floor flat),08.12.2010 999 years from 1.1.2009,AGL225054,
0,504,10.01.2011 90 on the supplementary plan,Parking space 127 (basement level),08.12.2010 999 years from 1.1.2009,AGL225053,
0,505,10.01.2011 Edged and numbered 5 in blue (part of),Flat 2004 Landmark East Tower (twentieth floor flat),09.12.2010 999 years from 1.1.2009,AGL225054,
0,506,10.01.2011 Edged and numbered 5 in blue (part of),Flat 3002 Landmark East Tower (thirtieth floor flat),01.12.2010 999 years from 1.1.2009,AGL225055,
0,507,10.01.2011 Edged and numbered 5 in blue (part of),Flat 4004 Landmark East Tower (fortieth floor flat),20.12.2010 999 years from 1.1.2009,AGL225058,
0,508,10.01.2011 Edged and numbered 5 in blue (part of),Flat 2404 Landmark East Tower (twenty fourth floor flat),08.12.2010 999 years from 1.1.2009,AGL225059,
0,509,10.01.2011 Edged and numbered 5 in blue (part of),Flat 3002 Landmark West Tower (thirtieth floor flat),07.12.2010 999 years from 1.1.2009,AGL225060,
0,510,10.01.2011 91 on the supplementary plan,Parking space 53 (basement level),07.12.2010 999 years from 1.1.2009,AGL225060,
0,511,10.01.2011 Edged and numbered 5 in blue (part of),Flat 1503 Landmark East Tower (fifteenth floor flat),08.12.2010 999 years from 1.1.2009,AGL225061,
0,512,10.01.2011 Edged and numbered 5 in blue (part of),Flat 2406 Landmark East Tower (twenty fourth floor flat),23.09.2010 999 years from 1.1.2009,AGL225062,
0,513,10.01.2011 Edged and numbered 5 in blue (part of),Flat 1607 Landmark East Tower (sixteenth floor flat),17.12.2010 999 years from 1.1.2009,AGL225064,
0,514,10.01.2011 71 on the supplementary plan,Parking space 115 (basement level),17.12.2010 999 years from 1.1.2009,AGL225064,
0,515,10.01.2011 Edged and numbered 5 in blue (Part of),Flat 2407 Landmark East Tower (twenty fourth floor flat),10.12.2010 999 years from 1.1.2009,AGL225088,
0,516,10.01.2011 97 on the supplementary plan,Parking space 119 (basement level),10.12.2010 999 years from 1.1.2009,AGL225088,
0,517,10.01.2011 Edged and numbered 5 in blue (part of),Flat 1702 Landmark East Tower (seventeenth floor flat),16.12.2010 999 years from 1.1.2009,AGL225090,
0,518,11.01.2011 Edged and numbered 5 in blue (part of),Flat 3309 Landmark East Tower (thirty third floor flat),15.11.2010 999 years from 1.1.2009,AGL225235,
0,519,12.01.2011 Edged and numbered 5 in blue (part of),Flat 3907 Landmark East Tower (thirty ninth floor flat),25.11.2010 999 years from 1.1.2009,AGL225286,
0,520,12.01.2011 Edged and numbered 5 in blue (part of),Flat 3303 Landmark East Tower (thirty third floor flat),21.12.2010 999 years from 1.1.2009,AGL225287,
0,521,12.01.2011 Edged and numbered 5 in blue (part of),Flat 2609 Landmark East Tower (twenty sixth floor flat),17.12.2010 999 years from 1.1.2009,AGL225288,
0,522,12.01.2011 Edged and numbered 5 in blue (part of),Flat 3307 Landmark East Tower (thirty third floor flat),22.10.2010 999 years from 1.1.2009,AGL225289,
0,523,12.01.2011 Edged and numbered 5 in blue (part of),Flat 3007 Landmark East Tower (thirtieth floor flat),08.12.2010 999 years from 1.1.2009,AGL225290,
0,524,12.01.2011 72 in blue on the supplementary plan,Parking space 124 (basement level),06.12.2010 999 years from 1.1.2009,AGL225296,
0,525,12.01.2011 Edged and numbered 5 in blue (part of),Flat 3401 Landmark East Tower (thirty fourth floor flat),06.12.2010 999 years from 1.1.2009,AGL225315,
0,526,12.01.2011 Edged and numbered 5 in blue (part of),Flat 1707 Landmark East Tower (seventeenth floor flat),21.12.2010 999 years from 1.1.2009,AGL225329,
0,527,12.01.2011 Edged and numbered 5 in blue (part of),Flat 2604 Landmark East Tower (twenty sixth floor flat),31.12.2010 999 years from 1.1.2009,AGL225340,
0,528,12.01.2011 Edged and numbered 5 in blue (part of),Flat 1604 Landmark East Tower (sixteenth floor flat),17.12.2010 999 years from 1.1.2009,AGL225348,
0,529,13.01.2011 Edged and numbered 5 in blue (part of),Flat 402 Landmark East Tower (fourth floor flat),23.11.2010 999 years from 1.1.2009,AGL225364,
0,530,14.01.2011 Edged and numbered 5 in blue (part of),Flat 511 Landmark East Tower (fifth floor flat),09.12.2010 999 years from 1.1.2009,AGL225488,
0,531,14.01.2011 Edged and numbered 5 in blue (part of),Flat 911 Landmark East Tower (ninth floor flat),09.12.2010 999 years from 1.1.2009,AGL225490,
0,532,14.01.2011 Edged and numbered 5 in blue (part of),Flat 3808 Landmark East Tower (thirty eighth floor flat),08.12.2010 999 years from 1.1.2009,AGL225492,
0,533,14.01.2011 Edged and numbered 5 in blue (part of),Flat 2805 Landmark East Tower (twenty eighth floor flat),09.12.2010 999 years from 1.1.2009,AGL225494,
0,534,14.01.2011 92 on the supplementary plan,Parking space 123 (basement level),09.12.2010 999 years from 1.1.2009,AGL225494,
0,535,17.01.2011 Edged and numbered 5 in blue (part of),Flat 3904 Landmark East Tower (thirty ninth floor flat),15.12.2010 999 years from 1.1.2009,AGL225596,
0,536,17.01.2011 93 on the supplementary plan,Parking space 163 (basement level),15.12.2010 999 years from 1.1.2009,AGL225596,
0,537,17.01.2011 Edged and numbered 5 in blue (part of),Flat 2907 Landmark East Tower (twenty ninth floor flat),09.12.2010 999 years from 1.1.2009,AGL225601,
0,538,18.01.2011 Edged and numbered 5 in blue (part of),Flat 3403 Landmark East Tower (thirty fourth floor flat),20.12.2010 999 years from 1.1.2009,AGL225720,
0,539,18.01.2011 Edged and numbered 5 in blue (part of),Flat 1701 Landmark East Tower (seventeenth floor flat),10.12.2010 999 years from 1.1.2009,AGL225722,
0,540,18.01.2011 Edged and numbered 5 in blue (part of),Flat 3908 Landmark East Tower (thirty ninth floor flat),16.12.2010 999 years from 1.1.2009,AGL225724,
0,541,18.01.2011 Edged and numbered 5 in blue (part of),Flat 3003 Landmark East Tower (thirtieth floor flat),21.12.2010 999 years from 1.1.2009,AGL225728,
0,542,18.01.2011 Edged and numbered 5 in blue (part of),Flat 3909 Landmark East Tower (thirty ninth floor flat),25.11.2010 999 years from 1.1.2009,AGL225729,
0,543,18.01.2011 Edged and numbered 5 in blue (part of),Flat 2602 Landmark East Tower (twenty sixth floor flat),21.12.2010 999 years from 1.1.2009,AGL225731,
0,544,18.01.2011 Edged and numbered 5 in blue (part of),Flat 4106 Landmark East Tower (forty first floor flat),16.12.2010 999 years from 1.1.2009,AGL225732,
0,545,18.01.2011 94 on the supplementary plan,Parking space 43 (basement level),16.12.2010 999 years from 1.1.2009,AGL225732,
0,546,18.01.2011 Edged and numbered 5 in blue (part of),Flat 1108 Landmark East Tower (eleventh floor flat),05.01.2011 999 years from 1.1.2009,AGL225733,
0,547,18.01.2011 Edged and numbered 5 in blue (part of),Flat 3910 Landmark East Tower (thirty ninth floor flat),07.12.2010 999 years from 1.1.2009,AGL225757,
0,548,18.01.2011 73 on the supplementary plan,Parking space 128 (basement level),07.12.2010 999 years from 1.1.2009,AGL225757,
0,549,18.01.2011 Edged and numbered 5 in blue (part of),Flat 1002 Landmark East Tower (tenth floor flat),09.12.2010 999 years from 1.1.2009,AGL225775,
0,550,18.01.2011 Edged and numbered 5 in blue (part of),Flat 1308 Landmark East Tower (thirteenth floor flat),15.12.2010 999 years from 1.1.2009,AGL225777,
0,551,18.01.2011 Edged and numbered 5 in blue (part of),Flat 3106 Landmark East Tower (thirty first floor flat),09.12.2010 999 years from 1.1.2009,AGL225790,
0,552,18.01.2011 Edged and numbered 5 in blue (part of),Flat 1101 Landmark East Tower (eleventh floor flat),06.01.2011 999 years from 1.1.2009,AGL225807,
0,553,26.01.2011 Edged and numbered 5 in blue (part of),Flat 2906 Landmark East Tower (twenty ninth floor flat),22.12.2010 999 years from and including 01/01/2009 until and including 31/12/3007,AGL226360,
0,554,20.01.2011 Edged and numbered 5 in blue (part of),Flat 3410 Landmark East Tower (thirty fourth floor flat),10.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL225923,
0,555,20.01.2011 Edged and numbered 5 in blue (part of),Flat 211 Landmark East Tower (second floor flat),06.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL225924,
0,556,20.01.2011 Edged and numbered 5 in blue (part of),Flat 2203 Landmark East Tower (twenty second floor flat),03.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL225925,
0,557,21.01.2011 Edged and numbered 5 in blue (part of),Flat 3408 Landmark East Tower (thirty fourth floor flat),14.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226042,
0,558,21.01.2011 Edged and numbered 5 in blue (part of),Flat 1311 Landmark East Tower (thirteenth floor flat),15.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226047,
0,559,24.01.2011 Edged and numbered 5 in blue (part of),Flat 2409 Landmark East Tower (twenty fourth floor flat),06.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226162,
0,560,24.01.2011 77 in blue on supplementary plan 1,Parking space 121 (basement level),06.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226162,
0,561,21.01.2011 Edged and numbered 5 in blue (part of),Flat 1410 Landmark East Tower (fourteenth floor flat),10.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226263,
0,562,21.01.2011 Edged and numbered 5 in blue (part of),Flat 3901 Landmark East Tower (thirty ninth floor flat),01.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226281,
0,563,21.01.2011 98 in blue on supplementary plan 1,Parking space 166 (basement level),01.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226281,
0,564,28.01.2011 Edged and numbered 5 in blue (part of),Flat 3905 Landmark East Tower (thirty ninth floor flat),17.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226522,
0,565,28.01.2011 Edged and numbered 5 in blue (part of),Flat 3205 Landmark East Tower (thirty second floor flat),17.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226556,
0,566,28.01.2011 Edged and numbered 5 in blue (part of),Flat 2605 Landmark East Tower (twenty sixth floor flat),15.12.2010 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226579,
0,567,31.01.2011 Edged and numbered 5 in blue (part of),Flat 3405 Landmark East Tower (thirty fourth floor flat),07.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL226623,
0,568,31.01.2011 95 on the supplementary plan,Parking space 147 (basement level),07.01.2011 999 years from and including 1.1.2009,AGL226666,
0,569,07.02.2011 Edged and numbered 5 in blue (part of),Flat 4110 Landmark East Tower (forty first floor flat),13.12.2010 999 years from 1.1.2009,AGL227056,['NOTE: See entry in the Charges Register relating to a Deed of Variation dated 3 October 2013']
0,570,29.10.2010 60 in blue on supplementary plan,Parking space 116 (basement level),01.10.2010 999 years from 1.1.2009,AGL220789,
0,571,11.02.2011 Edged and numbered 5 in blue (part of),Flat 3510 Landmark East Tower (thirty fifth floor flat),10.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227481,
0,572,17.02.2011 Edged and numbered 5 in blue (part of),Flat 1103 Landmark East Tower (eleventh floor flat),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227810,
0,573,17.02.2011 100 in blue on supplementary plan,Parking space 33 (basement level),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227810,
0,574,21.02.2011 Edged and numbered 5 in blue (part of),Flat 1303 Landmark East Tower (thirteenth floor flat),21.02.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227923,
0,575,21.02.2011 Edged and numbered 5 in blue (part of),Flat 3603 Landmark East Tower (thirty sixth floor flat),07.02.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227926,
0,576,21.02.2011 101 in blue on supplementary plan,Parking space 195 (basement level),07.02.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227938,
0,577,21.02.2011 Edged and numbered 5 in blue (part of),Flat 1903 Landmark East Tower (nineteenth floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL227979,
0,578,22.02.2011 Edged and numbered 5 in blue (part of),Flat 3209 Landmark East Tower (thirty second floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228000,['NOTE: See entry in the Charges Register relating to a Deed of Variation dated 2 May 2014.']
0,579,22.02.2011 Edged and numbered 5 in blue (part of),Flat 3508 Landmark East Tower (thirty fifth floor flat),14.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228008,
0,580,22.02.2011 102 in blue on supplementary plan,Parking space 35 (basement level),14.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228008,
0,581,22.02.2011 Edged and numbered 5 in blue (part of),Flat 1104 Landmark East Tower (eleventh floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228060,
0,582,22.02.2011 Edged and numbered 5 in blue (part of),Flat 1706 Landmark East Tower (seventeenth floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228060,
0,583,22.02.2011 Edged and numbered 5 in blue (part of),Flat 1209 Landmark East Tower (twelfth floor flat),24.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228068,
0,584,22.02.2011 Edged and numbered 5 in blue (part of),Flat 1601 Landmark East Tower (sixteenth floor flat),14.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228099,
0,585,23.02.2011 Edged and numbered 5 in blue (part of),Flat 1902 Landmark East Tower (nineteenth floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228155,
0,586,24.02.2011 Edged and numbered 5 in blue (part of),Flat 3805 Landmark East Tower (thirty eighth floor flat),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228209,
0,587,24.02.2011 104 in blue on supplementary plan,Parking space 126 (basement level),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228209,
0,588,24.02.2011 Edged and numbered 5 in blue (part of),Flat 902 Landmark East Tower (ninth floor flat),19.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228212,
0,589,24.02.2011 Edged and numbered 5 in blue (part of),Flat 3202 Landmark East Tower (thirty second floor flat),21.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228234,
0,590,24.02.2011 Edged and numbered 5 in blue (part of),Flat 2501 Landmark East Tower (twenty fifth floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228242,
0,591,24.02.2011 Edged and numbered 5 in blue (part of),Flat 3206 Landmark East Tower (thirty second floor flat),24.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228244,
0,592,24.02.2011 105 in blue on the supplementary plan,Parking space 168 (basement level),24.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228244,
0,593,24.02.2011 Edged and numbered 5 in blue (part of),Flat 3009 Landmark East Tower (thirtieth floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228253,
0,594,24.02.2011 Edged and numbered 5 in blue (part of),Flat 1208 Landmark East Tower (twelfth floor flat),17.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228266,
0,595,24.02.2011 Edged and numbered 5 in blue (part of),Flat 2702 Landmark East Tower (twenty seventh floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228271,
0,596,24.02.2011 Edged and numbered 5 in blue (part of),Flat 1506 Landmark East Tower (fifteenth floor flat),18.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228256,
0,597,24.02.2011 Edged and numbered 5 in blue (part of),Flat 2904 Landmark East Tower (twenty ninth floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228278,
0,598,25.02.2011 Edged and numbered 5 in blue (part of),4209 Landmark East Tower (forty second floor flat),21.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228286,
0,599,25.02.2011 Edged and numbered 5 in blue (part of),Flat 1202 Landmark East Tower (twelfth floor flat),21.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228303,
0,600,28.02.2011 Edged and numbered 5 in blue (part of),Flat 3404 Landmark East Tower (thirty fourth floor flat),20.01.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228383,
0,601,28.02.2011 Edged and numbered 5 in blue (part of),Flat 2505 Landmark East Tower (twenty fifth floor flat),11.02.2011 999 years from and including 01.01.2009 until and including 31.12.3007,AGL228409,
0,602,13.12.2010 Edged and numbered 5 in blue (part of),Flat 2708 Landmark East Tower (twenty seventh floor flat),17.11.2010 999 years from 1.1.2009,EGL575750,
0,603,28.02.2011   numbered 5 in blue (part of),Flat 3602 Landmark East Edged and flat),18.01.2011 Tower (thirty sixth floor 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228416,
0,604,28.02.2011 Edged and numbered 5 in blue (part of),Flat 1501 Landmark East Tower (fifteenth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228426,
0,605,01.03.2011 Edged and numbered 5 in blue (part of),Flat 4202 Landmark East Tower (forty second floor flat),19.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228457,
0,606,02.03.2011 Edged and numbered 5 in blue (part of),Flat 3801 Landmark East Tower (thirty eighth floor flat),23.11.2010 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228571,
0,607,07.03.2011 Edged and numbered 5 in blue (part of),Flat 2703 Landmark East Tower (twenty seventh floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228805,
0,608,08.03.2011 Edged and numbered 5 in blue (part of),Flat 4008 Landmark East Tower (fortieth floor flat),25.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228878,
0,609,08.03.2011 Edged and numbered 5 in blue (part of),Flat 1704 Landmark East Tower (seventeenth floor flat),08.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228901,
0,610,08.02.2011 106 in blue on the supplementary plan,Parking space 42 (basement level),28.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228935,
0,611,09.03.2011 Edged and numbered 5 in blue (part of),Flat 209 Landmark East Tower (second floor flat),28.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228982,
0,612,09.03.2011 Edged and numbered 5 in blue (part of),Flat 1507 Landmark East Tower (fifteenth floor flat),10.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228954,
0,613,09.03.2011 Edged and numbered 5 in blue (part of),Flat 3306 Landmark East Tower (thirty third floor flat),28.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228984,
0,614,09.03.2011 Edged and numbered 5 in blue (part of),Flat 4205 Landmark East Tower (forty second floor flat),31.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228998,
0,615,09.03.2011 Edged and numbered 5 in blue (part of),Flat 401 Landmark East Tower (fourth floor flat),25.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228992,
0,616,09.03.2011 107 in blue on the supplementary plan,Parking space 129 (basement level),31.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL228998,
0,617,09.03.2011 Edged and numbered 5 in blue (part of),Flat 4208 Landmark East Tower (forty second floor flat),31.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229000,
0,618,10.03.2011 Edged and numbered 5 in blue (part of),Flat 510 Landmark East Tower (fifth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229047,
0,619,15.03.2011 Edged and numbered 5 in blue (part of),Flat 2607 Landmark East Tower (twenty sixth floor flat),01.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229314,
0,620,28.02.2011 108 in blue on the supplementary plan,Parking space 130 (basement level),28.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229354,['NOTE: Copy filed under AGL229337']
0,621,16.03.2011 Edged and numbered 5 in blue (part of),Flat 3004 Landmark East Tower (thirtieth floor flat),28.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229354,['NOTE: See entry in the Charges Register relating to a Deed of variation dated 25 January 2019']
0,622,16.03.2011 Edged and numbered 5 in blue (part of),Flat 1407 Landmark East Tower (fourteenth floor flat),07.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229368,
0,623,16.03.2011 Edged and numbered 5 in blue (part of),Flat 3102 Landmark East Tower (thirty first floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229373,
0,624,17.03.2011 109 in blue on the supplementary plan,Parking space 41 (basement level),25.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229459,
0,625,17.03.2011 Edged and numbered 5 in blue (part of),Flat 4207 Landmark East Tower (forty second floor flat),25.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229459,
0,626,17.03.2011 Edged and numbered 5 in blue (part of),Flat 2908 Landmark East Tower (twenty ninth floor flat),22.12.2010 999 years from and including 1.1.2009 until and including 31.12.3007,AGL229492,
0,627,28.03.2011 Edged and numbered 5 in blue (part of),Flat 3704 Landmark East Tower (thirty seventh floor flat),11.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230006,
0,628,28.03.2011 110 and 111 in blue on the supplementary plan,Parking spaces 192 and 193 (basement level),28.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230006,
0,629,01.04.2011 Edged and numbered 5 in blue (part of),Flat 1205 Landmark East Tower (twelfth floor flat),11.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230376,
0,630,07.04.2011 Edged and numbered 5 in blue (part of),Flat 3601 Landmark East Tower (thirty sixth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230740,
0,631,07.04.2011 Edged and numbered 5 in blue (part of),Flat 4001 Landmark East Tower (fortieth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230756,
0,632,07.04.2011 112 in blue on the supplementary plan,Parking space 167 (basement level),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230756,
0,633,08.04.2011 Edged and numbered 5 in blue (part of),Flat 4201 Landmark East Tower (forty second floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230808,
0,634,08.04.2011 Edged and numbered 5 in blue (part of),Flat 2806 Landmark East Tower (twenty eighth floor flat),19.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230837,
0,635,11.04.2011 Edged and numbered 5 in blue (part of),Flat 1009 Landmark East Tower (tenth floor flat),25.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230917,
0,636,12.04.2011 Edged and numbered 4 in blue (part of),Flat 1708 Landmark West Tower (seventeenth floor flat),22.11.2010 999 years from and including 1.1.2009 until and including 31.12.3007,AGL230980,
0,637,14.04.2011 Edged and numbered 5 in blue (part of),Flat 3810 Landmark East Tower (thirty eighth floor flat),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231178,
0,638,14.04.2011 113 in blue on the supplementary plan,Parking space 144 (basement level),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231200,
0,639,18.04.2011 Edged and numbered 5 in blue (part of),Flat 4109 Landmark East Tower (forty first floor flat),18.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231248,
0,640,18.04.2011 114 in blue on the supplementary plan,Parking space 164 (basement level),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231248,
0,641,21.04.2011 Edged and numbered 5 in blue (part of),Flat 4007 Landmark East Tower (fortieth floor flat),23.02.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231628,
0,642,27.04.2011 Edged and numbered 5 in blue (part of),Flat 609 Landmark East Tower (sixth floor flat),15.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231765,
